Time,OverstimulationLevel,AdaptedLevel,AdaptationMultiplier,HeadRotationSpeed,DiscomfortLevel,ActiveTriggers
37.064,1.0000,0.8000,0.8000,171.33,1.0000,1
37.180,1.0000,0.8000,0.8000,171.53,1.0000,1
37.283,1.0000,0.8000,0.8000,173.25,1.0000,1
37.385,1.0000,0.8000,0.8000,177.14,1.0000,1
37.498,1.0000,0.8000,0.8000,182.38,1.0000,1
37.610,1.0000,0.8000,0.8000,183.31,1.0000,1
37.721,1.0000,0.8000,0.8000,178.93,1.0000,1
37.833,1.0000,0.8000,0.8000,177.48,1.0000,1
37.945,1.0000,0.8000,0.8000,169.82,1.0000,1
38.056,1.0000,0.8000,0.8000,157.95,1.0000,1
38.167,1.0000,0.8000,0.8000,142.92,1.0000,1
38.277,1.0000,0.8000,0.8000,144.40,1.0000,1
38.389,1.0000,0.8000,0.8000,146.18,1.0000,1
38.499,1.0000,0.8000,0.8000,138.29,1.0000,1
38.613,1.0000,0.8000,0.8000,122.47,1.0000,1
38.714,1.0000,0.8000,0.8000,110.48,1.0000,1
38.819,1.0000,0.8000,0.8000,98.03,1.0000,1
38.933,1.0000,0.8000,0.8000,90.15,1.0000,1
39.040,1.0000,0.8011,0.8011,87.18,0.9530,1
39.152,1.0000,0.8030,0.8030,86.14,0.9357,1
39.263,1.0000,0.8068,0.8068,81.63,0.8605,1
39.363,1.0000,0.8131,0.8131,74.04,0.7340,1
39.478,1.0000,0.8265,0.8265,63.04,0.5506,1
39.582,1.0000,0.8426,0.8426,56.70,0.4449,1
39.688,1.0000,0.8626,0.8626,54.25,0.4042,1
39.792,1.0000,0.8813,0.8813,48.76,0.3126,1
39.904,1.0000,0.9052,0.9052,38.69,0.1448,1
40.012,1.0000,0.9320,0.9320,32.63,0.0439,1
40.127,1.0000,0.9606,0.9606,30.28,0.0047,1
